name_raw,name_family,name_first,title,fraction,period,state
"Holzleitner Eva Maria, BSc",Holzleitner,Eva Maria,BSc,SPÖ,XXVI,O
Honner Franz,Honner,Franz,NA,KPÖ,V,N
Hopfer Sepp,Hopfer,Sepp,NA,SPÖ,VII,St
Horejs Karl,Horejs,Karl,NA,SPÖ,IX,T
Hörl Franz,Hörl,Franz,NA,ÖVP,XXIII,T
Horn Alfred,Horn,Alfred,NA,SPÖ,V,N
Horn Josef,Horn,Josef,NA,SPÖ,XXI,St
Hornegger Franz,Hornegger,Franz,NA,F,XXI,S
Hornek Erwin,Hornek,Erwin,NA,ÖVP,XXI,N
Horngacher Katharina,Horngacher,Katharina,NA,ÖVP,XX,T
Horr Franz,Horr,Franz,NA,SPÖ,VII,N
Horvatek Norbert,Horvatek,Norbert,NA,SdP,III,St
"Horvath Waltraud, Mag. siehe Schütz Waltraud, Mag.",Horvath,Waltraud,Mag.,SPÖ,XVII,O
Hosch Kaspar,Hosch,Kaspar,NA,CSP,I,St
"Hoscher Dietmar, Mag.",Hoscher,Dietmar,Mag.,SPÖ,XXII,W
"Hosp Maria, Dr.",Hosp,Maria,Dr.,ÖVP,XVI,V
Hostasch Eleonora,Hostasch,Eleonora,NA,SPÖ,XVII,W
Hoyos-Trauttmansdorff Douglas,Hoyos-Trauttmansdorff,Douglas,NA,NEOS,XXVI,BWV
Hradecsni Bettina,Hradecsni,Bettina,NA,GRÜNE,XXIII,N
"Hryntschak Alexander, Dr.",Hryntschak,Alexander,Dr.,CSP,III,1
"Huainigg Franz-Joseph, Dr.",Huainigg,Franz-Joseph,Dr.,ÖVP,XXII,BWV
Huber Alois,Huber,Alois,NA,FPÖ,XVI,K
Huber Anna,Huber,Anna,NA,SPÖ,XVIII,St
Huber Gerhard,Huber,Gerhard,NA,BZÖ,XXIV,T
Huber Hubert,Huber,Hubert,NA,ÖVP,XII,T
"Hubinek Marga, Dr.",Hubinek,Marga,Dr.,ÖVP,XII,W
Hubmann Georg,Hubmann,Georg,NA,SdP,I,K
"Hübner Johannes, Dr.",Hübner,Johannes,Dr.,FPÖ,XXIV,W
Hueber Anton,Hueber,Anton,NA,SdP,I,W
"Hueber Franz, Dr.",Hueber,Franz,Dr.,HB,IV,3
Huemer Alois,Huemer,Alois,NA,ÖVP,VII,O
Huemer Oskar,Huemer,Oskar,NA,WdU,VI,O
Hummer Josef,Hummer,Josef,NA,ÖVP,V,O
Hums Franz,Hums,Franz,NA,SPÖ,XVIII,2
Hundstorfer Rudolf,Hundstorfer,Rudolf,NA,SPÖ,XXV,W
"Hurdes Felix, Dr.",Hurdes,Felix,Dr.,ÖVP,V,W
Hursky Christian,Hursky,Christian,NA,SPÖ,XXIII,W
"Hütl Günther, Dipl.-Ing.",Hütl,Günther,Dipl.-Ing.,ÖVP,XXII,N
"Hutterer Klaus, Dipl.-Ing. Dr.",Hutterer,Klaus,Dipl.-Ing. Dr.,SPÖ,XVII,St
"Ikrath Peter Michael, Mag.",Ikrath,Peter Michael,Mag.,ÖVP,XXII,W
"Illmer Hans, Ing.",Illmer,Hans,Ing.,CSP,II,T
"Iro Jörg, Dr.",Iro,Jörg,Dr.,ÖVP,XIII,O
Irsa Karl,Irsa,Karl,NA,CSP,I,O
"Jachs Johanna, Mag.",Jachs,Johanna,Mag.,ÖVP,XXVI,O
Jäger Inge,Jäger,Inge,NA,SPÖ,XX,O
Janecek Johann,Janecek,Johann,NA,SdP,III,W
Janicki Oskar,Janicki,Oskar,NA,SdP,III,3
Jank Brigitte,Jank,Brigitte,NA,ÖVP,XXV,W
"Jankowitsch Peter, Dr.",Jankowitsch,Peter,Dr.,SPÖ,XVI,W
Jannach Harald,Jannach,Harald,NA,FPÖ,XXIV,BWV
Janschitz Robert,Janschitz,Robert,NA,SPÖ,VII,K
"Jarmer Helene, Mag.",Jarmer,Helene,Mag.,GRÜNE,XXIV,BWV
"Jarolim Johannes, Dr.",Jarolim,Johannes,Dr.,SPÖ,XIX,W
"Jeitler-Cincelli Carmen, Mag., BA",Jeitler-Cincelli,Carmen,"Mag., BA",ÖVP,XXVI,N
"Jenewein Hans-Jörg, MA",Jenewein,Hans-Jörg,MA,FPÖ,XXIV,W
"Jerzabek Anton, Dr.",Jerzabek,Anton,Dr.,CSP,I,W
Jessner Max,Jessner,Max,NA,SPÖ,VIII,St
Jiricek Hans,Jiricek,Hans,NA,SdP,III,W
Jochmann Rosa,Jochmann,Rosa,NA,SPÖ,V,N
Jonas Franz,Jonas,Franz,NA,SPÖ,VII,W
"Josseck Helmuth, Dipl.-Vw.",Josseck,Helmuth,Dipl.-Vw.,FPÖ,XIII,2
Jung Wolfgang,Jung,Wolfgang,NA,F,XIX,W
Jungwirth Hans,Jungwirth,Hans,NA,SPÖ,X,T
Jury Josef,Jury,Josef,NA,BZÖ,XXIV,K
Jutz Michael,Jutz,Michael,NA,CSP,I,V
"Kabas Hilmar, Mag.",Kabas,Hilmar,Mag.,FPÖ,XVI,1
Kabesch Erich,Kabesch,Erich,NA,ÖVP,XI,W
Kaineder Stefan,Kaineder,Stefan,NA,GRÜNE,XXVII,O
Kainz Alois,Kainz,Alois,NA,FPÖ,XXVI,N
Kainz Christoph,Kainz,Christoph,NA,ÖVP,XXII,N
"Kaipel Erwin, Ing.",Kaipel,Erwin,Ing.,SPÖ,XIX,B
"Kaiser Richard, Dipl.-Ing.",Kaiser,Richard,Dipl.-Ing.,ÖVP,XVI,N
Kammerhofer Johann,Kammerhofer,Johann,NA,ÖVP,XIII,2
"Kammerlander Doris, Mag.",Kammerlander,Doris,Mag.,GRÜNE,XIX,BWV
Kampichler Franz,Kampichler,Franz,NA,ÖVP,XVIII,N
Kampitsch Julius,Kampitsch,Julius,NA,HB,IV,2
"Kandutsch Jörg, Dr.",Kandutsch,Jörg,Dr.,WdU,VII,4
"Kaniak Gerhard, Mag.",Kaniak,Gerhard,Mag.,FPÖ,XXVI,O
"Kapaun Heinz, Dr.",Kapaun,Heinz,Dr.,SPÖ,XIV,1
"Kapeller Norbert, Ing.",Kapeller,Norbert,Ing.,ÖVP,XXII,O
Kapral Emma,Kapral,Emma,NA,CSP,IV,1
Kapsreiter Gustav,Kapsreiter,Gustav,NA,ÖVP,V,O
"Karas Othmar, Dr., MBL-HSG",Karas,Othmar,"Dr., MBL-HSG",ÖVP,XVI,1
"Karasek Franz, Dr.",Karasek,Franz,Dr.,ÖVP,XII,W
"Karl Beatrix, Mag. Dr.",Karl,Beatrix,Mag. Dr.,ÖVP,XXIII,BWV
Karl Elfriede,Karl,Elfriede,NA,SPÖ,XIII,S
"Karlsböck Andreas F., Dr.",Karlsböck,Andreas F.,Dr.,FPÖ,XXIV,W
"Karlsson Irmtraut, Dr.",Karlsson,Irmtraut,Dr.,SPÖ,XVIII,W
"Kassegger Axel, MMMag. Dr.",Kassegger,Axel,MMMag. Dr.,FPÖ,XXV,St
Katzengruber Franz,Katzengruber,Franz,NA,SPÖ,VII,V
Katzian Wolfgang,Katzian,Wolfgang,NA,SPÖ,XXII,BWV
"Kaufmann Herbert, Mag.",Kaufmann,Herbert,Mag.,SPÖ,XIX,N
"Kaufmann Martina, MMSc BA",Kaufmann,Martina,MMSc BA,ÖVP,XXVI,St
"Kaufmann Paul, Dr.",Kaufmann,Paul,Dr.,ÖVP,XIII,St
Kaufmann-Bruckberger Elisabeth,Kaufmann-Bruckberger,Elisabeth,NA,BZÖ,XXIV,BWV
Kecht Anton,Kecht,Anton,NA,ÖVP,VIII,T
Keck Dietmar,Keck,Dietmar,NA,SPÖ,XXII,O
"Keimel Otto, Dipl.-Kfm. Dr.",Keimel,Otto,Dipl.-Kfm. Dr.,ÖVP,XII,T
"Keller Heinrich, Dr.",Keller,Heinrich,Dr.,SPÖ,XVII,K
Keller Otto,Keller,Otto,NA,ÖVP,XV,T
"Keppelmüller Peter, Dipl.-Ing. Dr.",Keppelmüller,Peter,Dipl.-Ing. Dr.,SPÖ,XVI,O
"Kern Christian, Mag.",Kern,Christian,Mag.,SPÖ,XXVI,BWV
Kern Felix,Kern,Felix,NA,CSP,III,O
Kern Leopold,Kern,Leopold,NA,ÖVP,X,N
Kerschbaum Josef,Kerschbaum,Josef,NA,SPÖ,XVII,N
"Kerstnig Hans, Dr.",Kerstnig,Hans,Dr.,SPÖ,XII,K
Keuschnigg Georg,Keuschnigg,Georg,NA,ÖVP,XXII,T
"Khol Andreas, Dr.",Khol,Andreas,Dr.,ÖVP,XVI,T
Kickl Herbert,Kickl,Herbert,NA,FPÖ,XXIII,BWV
"Kienböck Viktor, Dr.",Kienböck,Viktor,Dr.,CSP,II,W
"Kier Volker, Dr.",Kier,Volker,Dr.,L,XIX,W
Kiermaier Günter,Kiermaier,Günter,NA,SPÖ,XVIII,N
"Killisch-Horn Michael, Dipl.-Vw.",Killisch-Horn,Michael,Dipl.-Vw.,ÖVP,XVII,T
Kindl Wilhelm,Kindl,Wilhelm,NA,WdU,VII,2
Kinzl Karl,Kinzl,Karl,NA,ÖVP,XI,O
Kirchbaumer Rebecca,Kirchbaumer,Rebecca,NA,ÖVP,XXVI,T
Kirchgatterer Franz,Kirchgatterer,Franz,NA,SPÖ,XXIII,O
Kirchknopf Josef,Kirchknopf,Josef,NA,ÖVP,XVI,B
Kiss Paul,Kiss,Paul,NA,ÖVP,XVII,B
Kittl Eduard,Kittl,Eduard,NA,SPÖ,XIII,S
Kitzmüller Anneliese,Kitzmüller,Anneliese,NA,FPÖ,XXIV,O
"Klaus Josef, Dr.",Klaus,Josef,Dr.,ÖVP,X,S
"Klausberger Gerhard, Mag.",Klausberger,Gerhard,Mag.,SPÖ,XVII,O
Klautzer Franz,Klautzer,Franz,NA,WdU,VI,St
Klein Anneliese,Klein,Anneliese,NA,F,XX,N
"Kleiner Viktor, Dr.",Kleiner,Viktor,Dr.,SPÖ,X,3
"Klein-Löw Stella, Dr.",Klein-Löw,Stella,Dr.,SPÖ,IX,1
Kleissl Robert,Kleissl,Robert,NA,CSP,I,T
"Klement Karlheinz, Dipl.-Ing., MAS",Klement,Karlheinz,"Dipl.-Ing., MAS",FPÖ,XXIII,BWV
Klenner Fritz,Klenner,Fritz,NA,SPÖ,VIII,W
Kletzmayr Hermann,Kletzmayr,Hermann,NA,CSP,I,O
Klieber Mauritius,Klieber,Mauritius,NA,CSP,II,N
Klikovits Oswald,Klikovits,Oswald,NA,ÖVP,XXIV,B
"Klima Viktor, Mag.",Klima,Viktor,Mag.,SPÖ,XIX,N
Klimann Thomas,Klimann,Thomas,NA,GdP,II,K
Klimberger Karl,Klimberger,Karl,NA,SdP,III,W
"Klinger Wolfgang, Ing.",Klinger,Wolfgang,Ing.,FPÖ,XXV,O
Klomfar Helmut,Klomfar,Helmut,NA,ÖVP,XVIII,W
"Klug Gerald, Mag.",Klug,Gerald,Mag.,SPÖ,XXV,St
Klug Simon,Klug,Simon,NA,CSP,I,St
Knechtelsdorfer Karl,Knechtelsdorfer,Karl,NA,SPÖ,VII,T
Knerzl Anton,Knerzl,Anton,NA,F,XXI,St
Knes Wolfgang,Knes,Wolfgang,NA,SPÖ,XXV,K
"Kneußl Erich, Dr.",Kneußl,Erich,Dr.,CSP,III,T
"Knoll Gertraud, Mag.",Knoll,Gertraud,Mag.,SPÖ,XXIII,BWV
Knoll Josef,Knoll,Josef,NA,ÖVP,XII,O
"Knoll-Lacina Gertraud, Mag. siehe Knoll Gertraud, Mag.",Knoll-Lacina,Gertraud,Mag.,SPÖ,XXIII,BWV
Knosp Josef,Knosp,Josef,NA,CSP,IV,3
Köchl Klaus,Köchl,Klaus,NA,SPÖ,XXVII,K
Köchl Matthias,Köchl,Matthias,NA,GRÜNE,XXV,K
Köck Franz,Köck,Franz,NA,SPÖ,XIII,O
Köck Ignaz,Köck,Ignaz,NA,ÖVP,VII,W
Köfer Gerhard,Köfer,Gerhard,NA,SPÖ,XXIII,K
"Kogler Werner, Mag.",Kogler,Werner,Mag.,GRÜNE,XXI,St
"Kohlmaier Herbert, Dr.",Kohlmaier,Herbert,Dr.,ÖVP,XI,W
Kokail Siegfried,Kokail,Siegfried,NA,SPÖ,XIV,St
"Kolassa Viktor, Dr.",Kolassa,Viktor,Dr.,CSP,IV,W
"Kolb Ernst, Dr.",Kolb,Ernst,Dr.,ÖVP,V,V
"Kolb Franz, Dr.",Kolb,Franz,Dr.,CSP,III,T
"Kolba Peter, Dr.",Kolba,Peter,Dr.,PILZ,XXVI,N
Kollarz Friedrich,Kollarz,Friedrich,NA,OK,I,RSM
Koller Emmerich,Koller,Emmerich,NA,SPÖ,XIV,B
Koller Franz,Koller,Franz,NA,F,XX,St
Koller Franz,Koller,Franz,NA,ÖVP,XII,St
Kollmann Alfred,Kollmann,Alfred,NA,SPÖ,XVIII,2
Kollmann Josef,Kollmann,Josef,NA,CSP,I,N
"Köllner Maximilian, MA",Köllner,Maximilian,MA,SPÖ,XXVII,B
Kollross Andreas,Kollross,Andreas,NA,SPÖ,XXVI,N
Konecny Albrecht,Konecny,Albrecht,NA,SPÖ,XVI,W
Konecny Helene,Konecny,Helene,NA,SPÖ,XVIII,N
König Berthold,König,Berthold,NA,SdP,IV,W
"König Friedrich, Dipl.-Kfm. DDr.",König,Friedrich,Dipl.-Kfm. DDr.,ÖVP,XII,W
Königsberger-Ludwig Ulrike,Königsberger-Ludwig,Ulrike,NA,SPÖ,XXII,N
"Königshofer Werner, DDr.",Königshofer,Werner,DDr.,FPÖ,XXIV,T
Konir Fritz,Konir,Fritz,NA,SPÖ,IX,N
"Konrad Helga, Dr.",Konrad,Helga,Dr.,SPÖ,XVIII,St
Kopf Karlheinz,Kopf,Karlheinz,NA,ÖVP,XIX,V
"Kopf Rudolf, Dr.",Kopf,Rudolf,Dr.,WdU,VI,V
Koplenig Johann,Koplenig,Johann,NA,KPÖ,V,1
Koppensteiner Gerhard,Koppensteiner,Gerhard,NA,ÖVP,XV,K
Koppler Erhard,Koppler,Erhard,NA,SPÖ,XVII,O
"Koref Ernst, Dr.",Koref,Ernst,Dr.,SdP,IV,O
"Koren Hanns, Dr.",Koren,Hanns,Dr.,ÖVP,VII,St
"Koren Stephan, Dipl.-Vw. Dr.",Koren,Stephan,Dipl.-Vw. Dr.,ÖVP,XII,N
"Körner Theodor, Dr. h.c.",Körner,Theodor,Dr. h.c.,SPÖ,V,W
Korosec Ingrid,Korosec,Ingrid,NA,ÖVP,XVII,1
"Kortschak Franz, Ing.",Kortschak,Franz,Ing.,ÖVP,VI,4
"Korun Alev, Mag.",Korun,Alev,Mag.,GRÜNE,XXIV,BWV
"Kos Wilhelm, Dr.",Kos,Wilhelm,Dr.,FPÖ,IX,3
Kößl Günter,Kößl,Günter,NA,ÖVP,XXI,N
Kostelecky Josef,Kostelecky,Josef,NA,SPÖ,XI,W
"Kostelka Peter, Dr.",Kostelka,Peter,Dr.,SPÖ,XIX,BWV
Köstinger Elisabeth,Köstinger,Elisabeth,NA,ÖVP,XXVI,K
Köstler Maria,Köstler,Maria,NA,SdP,IV,St
Kostroun Ludwig,Kostroun,Ludwig,NA,SPÖ,V,W
Köteles Johann,Köteles,Johann,NA,SPÖ,XVII,St
Kottek Franz,Kottek,Franz,NA,SPÖ,XV,2
"Kottulinsky Hans, Dipl.-Ing.",Kottulinsky,Hans,Dipl.-Ing.,ÖVP,V,St
"Kotzina Vinzenz, Dr.",Kotzina,Vinzenz,Dr.,ÖVP,X,O
Kovacevic Christian,Kovacevic,Christian,NA,SPÖ,XXVI,T
Kövari Susanne,Kövari,Susanne,NA,SPÖ,XVI,2
"Kowald Ludwig, Ing.",Kowald,Ludwig,Ing.,ÖVP,XVI,St
"Koza Markus, Mag.",Koza,Markus,Mag.,GRÜNE,XXVII,BWV
Kraft Emil,Kraft,Emil,NA,GdP,I,St
Kraft Hermann,Kraft,Hermann,NA,ÖVP,XIII,O
"Krainer Josef, Dr.",Krainer,Josef,Dr.,ÖVP,XII,St
Krainer Kai Jan,Krainer,Kai Jan,NA,SPÖ,XXII,W
"Krammer Christa, Dr.",Krammer,Christa,Dr.,SPÖ,XIX,B
Krammer Karl,Krammer,Karl,NA,SPÖ,VIII,O
Kranebitter Franz,Kranebitter,Franz,NA,ÖVP,V,T
"Kranzlmayr Otto, Dr.",Kranzlmayr,Otto,Dr.,ÖVP,VII,O
Kratky Josef,Kratky,Josef,NA,SPÖ,IX,W
"Krauland Peter, Dr.",Krauland,Peter,Dr.,ÖVP,V,W
"Kraus Herbert Alois, Dr.",Kraus,Herbert Alois,Dr.,WdU,VI,O
Kraus Josef,Kraus,Josef,NA,CSP,IV,N
Krauss Maximilian,Krauss,Maximilian,NA,FPÖ,XXVI,BWV
"Kräuter Günther, Dr.",Kräuter,Günther,Dr.,SPÖ,XVIII,St
Kräutl Adolf,Kräutl,Adolf,NA,SPÖ,XV,St
"Kreisky Bruno, Dr.",Kreisky,Bruno,Dr.,SPÖ,VIII,N
Krempl Matthias,Krempl,Matthias,NA,ÖVP,X,St
Kren Maria,Kren,Maria,NA,SPÖ,VI,N
Krenn Barbara,Krenn,Barbara,NA,ÖVP,XXVI,St
Krenn Erika,Krenn,Erika,NA,SPÖ,XVI,W
"Krenn Willibald, Ing.",Krenn,Willibald,Ing.,SPÖ,XV,St
Kreutzberger Friedrich,Kreutzberger,Friedrich,NA,CSP,IV,3
Krippner Franz,Krippner,Franz,NA,ÖVP,VI,W
Krisch Karl,Krisch,Karl,NA,SPÖ,V,W
"Krismanich Elfriede, Mag.",Krismanich,Elfriede,Mag.,SPÖ,XVII,B
"Krisper Stephanie, Dr.",Krisper,Stephanie,Dr.,NEOS,XXVI,W
Krist Hermann,Krist,Hermann,NA,SPÖ,XXII,O
"Kristofics-Binder Rudolf, Dipl.-Kfm.",Kristofics-Binder,Rudolf,Dipl.-Kfm.,ÖVP,V,W
Kriz Georg,Kriz,Georg,NA,SPÖ,XII,N
Kroboth Rudolf,Kroboth,Rudolf,NA,CSP,II,B
Kröll Hermann,Kröll,Hermann,NA,ÖVP,XX,St
Krones Hilde,Krones,Hilde,NA,SPÖ,V,W
Krottendorfer Leopold,Krottendorfer,Leopold,NA,ÖVP,X,N
"Krüger Michael, Dr.",Krüger,Michael,Dr.,F,XIX,O
"Krünes Helmut, Dipl.-Ing. Dr.",Krünes,Helmut,Dipl.-Ing. Dr.,FPÖ,XVII,2
"Krüzner Alexander, Dr.",Krüzner,Alexander,Dr.,CSP,I,B
Kuba Heinrich,Kuba,Heinrich,NA,SPÖ,XV,N
"Kubitschek Maria, Mag.",Kubitschek,Maria,Mag.,SPÖ,XXI,BWV
Kucharowits Katharina,Kucharowits,Katharina,NA,SPÖ,XXV,BWV
Kucher Philip,Kucher,Philip,NA,SPÖ,XXV,K
"Kugler Gudrun, Dr.",Kugler,Gudrun,Dr.,ÖVP,XXVI,W
Kühberger Andreas,Kühberger,Andreas,NA,ÖVP,XXVI,St
"Kukacka Helmut, Mag.",Kukacka,Helmut,Mag.,ÖVP,XVIII,O
Kulhanek Hans,Kulhanek,Hans,NA,ÖVP,VIII,1
Kummer Franz,Kummer,Franz,NA,ÖVP,V,St
"Kummer Karl, Dr.",Kummer,Karl,Dr.,ÖVP,VIII,1
"Kummerer Werner, Dipl.-Ing.",Kummerer,Werner,Dipl.-Ing.,SPÖ,XIX,N
"Kumpitsch Günther, Mag.",Kumpitsch,Günther,Mag.,FPÖ,XXV,St
Kunasek Mario,Kunasek,Mario,NA,FPÖ,XXIV,St
"Künsberg Sarre Martina, Mag.",Künsberg,Sarre Martina,Mag.,NEOS,XXVII,N
Kunschak Leopold,Kunschak,Leopold,NA,CSP,I,W
"Kunst Josef, Ing.",Kunst,Josef,Ing.,SPÖ,IX,T
Kunstätter Harald,Kunstätter,Harald,NA,SPÖ,XIII,K
"Kuntzl Andrea, Mag.",Kuntzl,Andrea,Mag.,SPÖ,XXI,BWV
Kurz Sebastian,Kurz,Sebastian,NA,ÖVP,XXV,W
Kurzbauer Johann,Kurzbauer,Johann,NA,ÖVP,XIX,N
"Kurzmann Gerhard, Dr.",Kurzmann,Gerhard,Dr.,F,XX,St
"Kuss-Bergner Angelika, BEd",Kuss-Bergner,Angelika,BEd,ÖVP,XXVI,K
Kuttner Astrid,Kuttner,Astrid,NA,GRÜNE,XVII,2
"Kuzdas Hubert, Ing. Mag.",Kuzdas,Hubert,Ing. Mag.,SPÖ,XXIII,N
Kysela Karl,Kysela,Karl,NA,SPÖ,V,W
"Lach Franz, Dr.",Lach,Franz,Dr.,ÖVP,V,St
"Lacina Ferdinand, Dipl.-Kfm.",Lacina,Ferdinand,Dipl.-Kfm.,SPÖ,XIX,St
"Lackner Friedrich, Ing.",Lackner,Friedrich,Ing.,GdP,I,RSM
Lackner Hermann,Lackner,Hermann,NA,SPÖ,VI,St
"Lackner Josef, Dipl.-Vw. Dr.",Lackner,Josef,Dipl.-Vw. Dr.,ÖVP,XVII,T
Lackner Manfred,Lackner,Manfred,NA,SPÖ,XX,V
Lafer Franz,Lafer,Franz,NA,F,XIX,St
Lafer Karl,Lafer,Karl,NA,ÖVP,XIV,St
Lagger Hans,Lagger,Hans,NA,SdP,III,K
Laimer Hans,Laimer,Hans,NA,SdP,I,O
Laimer Robert,Laimer,Robert,NA,SPÖ,XXVI,N
Lakowitsch Karl,Lakowitsch,Karl,NA,ÖVP,V,W
Lampl Franz,Lampl,Franz,NA,CSP,II,St
Lanc Erwin,Lanc,Erwin,NA,SPÖ,XI,W
Landgraf Konrad,Landgraf,Konrad,NA,ÖVP,XIV,O
Landmann Paul,Landmann,Paul,NA,ÖVP,XI,3
"Langreiter Hans, Mag.",Langreiter,Hans,Mag.,ÖVP,XXI,S
"Langthaler Monika, Ing.",Langthaler,Monika,Ing.,GRÜNE,XVIII,N
Lanner Anton,Lanner,Anton,NA,OK,I,St
"Lanner Sixtus, Dr.",Lanner,Sixtus,Dr.,ÖVP,XIII,T
"Lapp Christine, Mag., MA",Lapp,Christine,"Mag., MA",SPÖ,XXI,W
Lasar David,Lasar,David,NA,FPÖ,XXV,W
Laser Adolf,Laser,Adolf,NA,SdP,III,2
Lausch Christian,Lausch,Christian,NA,FPÖ,XXIV,N
Lausecker Karl,Lausecker,Karl,NA,SPÖ,XIII,W
Lautenschlager Hartmann,Lautenschlager,Hartmann,NA,FPÖ,XXIII,T
"Lechner Franz, Dipl.-Ing. Dr.",Lechner,Franz,Dipl.-Ing. Dr.,ÖVP,VII,T
Ledolter Johann,Ledolter,Johann,NA,ÖVP,XXII,N
Lehr Friedrich,Lehr,Friedrich,NA,SPÖ,XII,N
"Leibenfrost Albert, Dr.",Leibenfrost,Albert,Dr.,ÖVP,XIV,O
"Leichtfried Jörg, Mag.",Leichtfried,Jörg,Mag.,SPÖ,XXVI,St
Leikam Anton,Leikam,Anton,NA,SPÖ,XVII,K
Leimböck Ernst,Leimböck,Ernst,NA,ÖVP,XI,S
"Leiner Günther, Dr.",Leiner,Günther,Dr.,ÖVP,XVIII,S
Leisser Franz,Leisser,Franz,NA,ÖVP,VIII,N
Leithenmayr Hermann,Leithenmayr,Hermann,NA,SPÖ,XVI,O
"Leitner Alois, Dipl.-Ing. Dr.",Leitner,Alois,Dipl.-Ing. Dr.,ÖVP,X,T
Leitner Peter,Leitner,Peter,NA,ÖVP,XIX,St
Lengauer Josef,Lengauer,Josef,NA,HB,IV,St
Lentsch Edeltraud,Lentsch,Edeltraud,NA,ÖVP,XIX,BWV
Lenz Hans,Lenz,Hans,NA,SdP,I,N
"Lenzi Josef, Dr.",Lenzi,Josef,Dr.,SPÖ,XIV,T
Lercher Maximilian,Lercher,Maximilian,NA,SPÖ,XXVII,St
"Leser Ludwig, Dr. h.c.",Leser,Ludwig,Dr. h.c.,SPÖ,V,B
Leskovar Adolf,Leskovar,Adolf,NA,CSP,III,4
"Letmaier Josef, Ing.",Letmaier,Josef,Ing.,ÖVP,XII,St
"Lettenbichler Josef, Mag.",Lettenbichler,Josef,Mag.,ÖVP,XXIV,T
Leutgeb Leopold,Leutgeb,Leopold,NA,CSP,IV,N
Leutgöb Karl,Leutgöb,Karl,NA,F,XX,N
Leuthner Karl,Leuthner,Karl,NA,SdP,I,W
"Leutner Richard, Dr.",Leutner,Richard,Dr.,SPÖ,XXII,BWV
Lexer Reinhold,Lexer,Reinhold,NA,ÖVP,XXI,K
Libal Otto,Libal,Otto,NA,SPÖ,X,O
"Lichal Robert, Dr.",Lichal,Robert,Dr.,ÖVP,XV,N
"Lichtenberger Evelin, Dr.",Lichtenberger,Evelin,Dr.,GRÜNE,XXI,T
"Lichtenecker Ruperta, Dr.",Lichtenecker,Ruperta,Dr.,GRÜNE,XXIII,O
Lichtenegger Elmar,Lichtenegger,Elmar,NA,F,XXII,BWV
Lichtenegger Fritz,Lichtenegger,Fritz,NA,HB,IV,2
"Liechtenstein Vincenz, Dr.",Liechtenstein,Vincenz,Dr.,ÖVP,XXII,St
Lieschnegg Karl,Lieschnegg,Karl,NA,CSP,I,St
Linder Anton,Linder,Anton,NA,SPÖ,V,V
Linder Maximilian,Linder,Maximilian,NA,BZÖ,XXIV,K
"Lindinger Klaus, Ing., BSc",Lindinger,Klaus,"Ing., BSc",ÖVP,XXVI,O
Lindner Mario,Lindner,Mario,NA,SPÖ,XXVI,BWV
Lins Herbert,Lins,Herbert,NA,ÖVP,VII,V
Linsbauer Franz,Linsbauer,Franz,NA,ÖVP,XI,W
"Linser Franz, Dr.",Linser,Franz,Dr.,F,XX,BWV
